,T/K,P/MPa,H2O(g),H2(g),H2S(g),HCl(g),HF(g),H(g),HCOOH(g;cis),HCOOH(g;trans),HCOOH(g),OH(g),O2(g),O(g),CO2(g),CH4(g),CO(g),COS(g),C(g),N2(g),NO(g),N(g),NH3(g),NaCl(g),Na(g),NaOH(g),KOH(g),SO2(g),SH(g),S2(g),SO(g),S(g),Fe(g),Fe(OH)2(g),FeO(g),FeOH(g),FeO2(g),Ni(g),NiS(g),NiOH(g),Ni(OH)2(g),Mn(g),MnH(g),SiO(g),SiO2(g),Si(g),PO(g),Mg(g),MgO(g),MgOH(g),Mg(OH)2(g),MgS(g),CrO2(g),Cr(OH)2(g),Cr(OH)3(g),AlO(g),AlOH(g),Al(g),Al(OH)3(g),Al(OH)2(g),AlOH(g).1,CaO(g),CaOH(g),Ca(g),Ca(OH)2(g),layer,temp.[K],press.[10^-6bar],altitude[cm],height.of.layer[cm],"conv.unstable?[1:yes,0:no]","conv.lapse-rate?[1:yes,0:no]",pl.eff.temp.[K],press.[MPa]
48,670.0,3000.0,0.0052768,3.6301e-08,9.0558e-09,5.313e-07,6.3906e-13,5.098599999999999e-21,1.5376e-11,8.3006e-13,1.6192e-11,3.6452e-20,1.1132000000000001e-27,9.966200000000001e-33,0.032537,2.8602e-15,1.7722e-08,2.8122e-10,2.3683999999999997e-58,0.96219,1.1205e-20,9.7157e-37,2.8598e-09,5.1641e-16,1.1273e-28,2.1192e-23,9.458800000000001e-24,2.4615e-08,8.011e-17,2.7215e-15,1.3992e-16,5.9396000000000004e-24,9.3628e-38,5.2632e-18,2.7299e-39,1.3118e-32,1.0109999999999999e-39,5.532e-33,2.5559e-30,1.5862000000000002e-25,2.1523e-18,1.0204e-37,6.7343e-34,3.5044e-44,1.8661000000000002e-42,1.4068999999999998e-72,8.605200000000001e-41,1.8326e-42,9.5193e-47,8.567999999999999e-38,1.9087e-24,2.0425e-42,9.5901e-39,1.192e-29,4.770800000000001e-25,5.4686e-58,2.1847e-42,1.2426e-64,2.0037e-17,3.4704e-36,2.1847e-42,1.4936e-58,5.729e-46,3.2378e-56,1.6705e-31,47,665.674,28480.4,139571000.0,2529420.0,0,1,,2848.04
49,630.0,3000.0,0.0023637,1.0318e-08,1.7408e-09,1.3871e-07,7.0114e-14,2.2106e-22,1.6295e-12,7.2867e-14,1.7013e-12,1.1976999999999998e-21,1.0329e-29,5.477000000000001e-35,0.013565,3.0393e-16,3.0271e-09,3.5172e-11,3.2914e-62,0.98407,3.853e-22,4.3873e-39,7.937e-10,3.833e-17,1.8247e-30,4.9686e-25,2.0652000000000002e-25,3.5001e-09,4.4407e-18,1.6639e-16,6.577e-18,1.269e-25,2.7003999999999996e-40,1.6649e-19,4.5557e-42,5.612500000000001e-35,1.4116e-42,3.156e-35,1.7319999999999998e-32,2.0111e-27,6.4636e-20,3.6347999999999998e-40,3.441e-36,2.9405e-47,1.8992e-45,2.3070000000000004e-77,1.048e-43,3.0376e-45,5.619799999999999e-50,1.7702999999999998e-40,2.3444e-26,2.3746e-45,1.5178e-41,6.817e-32,4.7384e-27,5.8383000000000005e-62,2.4066e-45,6.8097e-69,6.7641e-19,7.2392e-39,2.4066e-45,1.8563000000000002e-62,4.2023e-49,8.440899999999999e-60,7.8744e-34,48,630.941,22848.2,142035000.0,2397440.0,0,1,,2284.82
50,600.0,1000.0,0.0035938,1.0703e-08,1.271e-09,1.3454e-07,3.291e-14,4.7777e-23,7.3421e-13,2.8043e-14,7.6186e-13,2.0558e-22,6.2043e-31,2.1159e-36,0.019462,1.3443e-16,2.0475e-09,1.7961e-11,5.742399999999999e-65,0.97694,3.9336e-23,8.1607e-41,4.5601e-10,1.2973e-17,1.7244e-31,6.4068e-26,2.5106e-26,2.0239e-09,1.1516e-18,4.6079e-17,1.4989e-18,1.4899e-26,5.9601e-42,2.7383e-20,6.384799999999999e-44,1.7234e-36,1.7094999999999998e-44,1.2404e-36,7.6828e-34,1.5444e-28,1.023e-20,9.6416e-42,1.2292e-37,2.3197e-49,1.7714e-47,6.7208e-81,1.1239e-45,4.242e-47,3.3254999999999995e-52,2.974e-42,1.7577e-27,2.4113e-47,2.0484e-43,2.6762e-33,2.9582e-28,8.2089e-65,2.3805e-47,5.458e-72,1.1771000000000001e-19,1.2219999999999998e-40,2.3805e-47,2.9738999999999996e-65,2.9666e-51,2.5048e-62,2.6447e-35,49,597.773,18329.8,144369000.0,2271410.0,0,1,,1832.98
51,570.0,1000.0,0.0016844,3.3026e-09,2.6484e-10,3.843e-08,4.2159e-15,2.6118e-24,8.9491e-14,2.8718e-15,9.233e-14,8.676600000000001e-24,8.202800000000001e-33,1.7232e-38,0.0085767,1.6013e-17,3.9356e-10,2.5277e-12,1.5258e-68,0.98974,1.7364000000000002e-24,5.5052999999999994e-43,1.3508e-10,1.1574e-18,3.7691e-33,1.9694e-27,7.2366e-28,3.262e-10,7.668e-20,3.2972e-18,8.6487e-20,4.1432999999999995e-28,2.6036e-44,1.0976999999999999e-21,1.6849999999999999e-46,1.0812e-38,3.828e-47,1.0274e-38,7.2471e-36,2.6772e-30,3.9360999999999996e-22,5.1747e-44,9.154499999999999e-40,3.2568e-52,2.9916999999999997e-50,2.4694e-85,2.2134e-48,1.1202e-49,3.398e-55,9.607800000000001e-45,2.9663e-29,4.4664e-50,5.1865e-46,2.2012e-35,4.0570000000000005e-30,1.7110000000000002e-68,4.2833e-50,6.1272e-76,5.014999999999999e-21,3.9567999999999995e-43,4.2833e-50,7.1585e-69,3.6762e-54,1.1940999999999998e-65,1.8352e-37,50,566.127,14705.0,146580000.0,2151160.0,0,1,,1470.5
52,540.0,1000.0,0.00072058,8.9232e-10,4.6036e-11,9.4914e-09,4.2731e-16,1.0348000000000002e-25,8.5473e-15,2.2605e-16,8.7716e-15,2.5681000000000004e-25,6.683000000000001e-35,8.224400000000001e-41,0.0034359,1.4865e-18,6.2818e-11,2.8507e-13,1.6264e-72,0.99584,5.388e-26,2.1266000000000002e-45,3.4517e-11,7.8424e-20,5.3759e-35,4.0932e-29,1.4016000000000002e-29,4.2675e-11,3.7662e-21,1.7538e-19,3.6218999999999994e-21,7.7377e-30,6.1905e-47,3.0544e-23,2.2837e-49,3.8320000000000004e-41,4.3094e-50,4.9834e-41,4.0457e-38,2.9446e-32,1.0478e-23,1.5505999999999998e-46,3.9412e-42,2.199e-55,2.4795e-53,2.9201e-90,2.1755e-51,1.5269e-52,1.6113e-58,1.6337e-47,3.1669e-31,4.0948e-53,6.7139e-49,1.0529e-37,3.4195999999999997e-32,1.3856e-72,3.8019999999999997e-53,2.5013e-80,1.4903e-22,6.7224999999999995e-46,3.8019999999999997e-53,6.7984e-73,2.1550000000000002e-57,2.4283e-69,7.2858e-40,51,535.956,11797.0,148674000.0,2036520.0,0,1,,1179.7
53,510.0,1000.0,0.00027687,2.0638e-10,6.4805e-12,1.9738e-09,3.2855e-17,2.8092000000000002e-27,6.1292e-16,1.306e-17,6.2596e-16,5.0064e-27,3.0775e-37,2.0927e-43,0.0012306,1.0308e-19,8.0637e-12,2.4838e-14,5.927200000000001e-77,0.99849,1.1062e-27,4.2737e-48,7.4338e-12,3.8358999999999994e-21,4.6361e-37,5.362e-31,1.6991e-31,4.3712e-12,1.296e-22,6.6048e-21,1.0415999999999999e-22,9.0636e-32,7.201899999999999e-50,5.5345e-25,1.4133999999999998e-52,6.940199999999999e-44,2.1590999999999997e-53,1.2855e-43,1.2181999999999999e-40,1.8926e-34,1.8043e-25,2.3416e-49,8.908600000000001e-45,6.278e-59,8.894000000000001e-57,9.1085e-96,9.4544e-55,9.5627e-56,3.0958e-62,1.3060999999999998e-50,1.9735e-33,1.6449e-56,3.9493e-52,2.6647999999999996e-40,1.6272e-34,3.6939000000000006e-77,1.4720000000000002e-56,3.1119e-85,2.9012000000000002e-24,5.3547e-49,1.4720000000000002e-56,2.1609000000000002e-77,5.2363e-61,1.8126e-73,1.4996e-42,52,507.214,9464.04,150656000.0,1927310.0,0,1,,946.4040000000001
54,480.0,1000.0,9.3659e-05,3.9731e-11,7.122e-13,3.3438e-10,1.8183e-18,4.8707000000000003e-29,3.1288e-17,5.229100000000001e-19,3.1815e-17,5.944e-29,7.1884999999999995e-40,2.5219999999999998e-46,0.00038595,5.0681e-21,7.9994e-13,1.5978e-15,6.0503e-82,0.99952,1.3918000000000002e-29,3.9584e-51,1.3096e-12,1.2711e-22,2.1972e-39,4.0554e-33,1.1797e-33,3.351e-13,2.9314e-24,1.6579999999999998e-22,1.9204e-24,6.1162e-34,3.5889e-53,6.0308e-27,3.4495e-56,5.6686e-47,4.1338000000000005e-57,1.5627999999999998e-46,1.7618e-43,6.4123e-37,1.8474e-27,1.5676999999999999e-52,9.3768e-48,6.452e-63,1.1799e-60,5.8448e-102,1.5613999999999999e-58,2.38e-59,2.0334999999999998e-66,4.2634000000000003e-54,6.492899999999999e-36,2.4870999999999998e-60,9.1107e-56,3.1717999999999998e-43,3.9315e-37,2.6364e-82,2.1319999999999999e-60,9.4634e-91,3.4227e-26,1.7376999999999997e-52,2.1319999999999999e-60,1.8717e-82,4.4722e-65,4.1171e-78,1.4150000000000002e-45,53,479.852,7592.46,152532000.0,1823340.0,0,1,,759.246
55,460.0,300.0,0.00013951,3.9185e-11,4.6346e-13,2.9845e-10,7.101400000000001e-19,8.120400000000001e-30,1.1498e-17,1.6058000000000002e-19,1.1661e-17,7.4643e-30,2.7099000000000003e-41,5.8488e-48,0.00054459,1.8112e-21,4.8308e-13,7.0162e-16,4.139e-85,0.99932,9.9896e-31,4.1443999999999996e-53,6.5909e-13,3.3894e-23,1.3986999999999998e-40,3.6412e-34,9.9537e-35,1.6686e-13,5.944700000000001e-25,3.6366e-23,3.3427000000000003e-25,5.081600000000001e-35,4.3255e-55,7.094099999999999e-28,2.4474e-58,9.8234e-49,2.4438999999999997e-59,3.6333e-48,4.6552e-45,3.1763e-38,2.0694e-28,2.3527e-54,1.9644e-49,2.4232e-65,5.3472e-63,5.1678e-106,8.3371e-61,1.7196e-61,5.4795e-69,3.7570000000000003e-56,3.1577e-37,1.244e-62,6.2019999999999995e-58,7.2591e-45,1.5165999999999998e-38,1.379e-85,1.0321e-62,2.6416e-94,4.2649000000000004e-27,1.5228000000000002e-54,1.0321e-62,1.1269e-85,1.4617999999999999e-67,5.0652e-81,2.7289e-47,54,455.15,6091.01,154308000.0,1729470.0,0,0,,609.101
56,440.0,300.0,5.7737e-05,1.0381e-11,7.7882e-14,7.0565e-11,6.818e-20,3.0981e-31,1.0318e-18,1.1849e-20,1.044e-18,2.0844000000000002e-31,2.0337999999999998e-43,2.5907e-50,0.00021276,1.5764e-22,7.49e-14,7.6919e-17,3.9350999999999996e-89,0.99973,2.9234e-32,1.4892e-55,1.61e-13,2.1416e-24,1.8602e-42,7.039599999999999e-36,1.8002e-36,2.0918e-14,2.8060999999999997e-26,1.8716000000000002e-24,1.3339e-26,9.0742e-37,9.3647e-58,1.8418000000000002e-29,2.9671e-61,3.1557e-51,2.4223000000000003e-62,1.6081e-50,2.3679e-47,3.2061999999999998e-40,5.0822000000000005e-30,6.4754e-57,7.7735e-52,1.4714000000000001e-68,3.9831999999999996e-66,5.267e-111,7.4411e-64,2.1328000000000002e-64,2.3141e-72,5.7794e-59,3.1332e-39,1.0334e-65,7.1866e-61,3.157e-47,1.1648e-40,9.7486e-90,8.268099999999999e-66,9.4314e-99,1.1774999999999998e-28,2.3252000000000001e-57,8.268099999999999e-66,9.2699e-90,7.616700000000001e-71,9.1005e-85,9.8552e-50,55,436.218,4886.47,156001000.0,1657540.0,0,0,,488.647
57,420.0,300.0,2.1892e-05,2.424e-12,1.1024e-14,1.4472e-11,5.2132e-21,8.675200000000001e-33,7.3174e-20,6.7827e-22,7.3888e-20,4.135e-33,9.554699999999999e-46,6.8511999999999995e-53,7.5843e-05,1.0806e-23,9.7208e-15,6.8344e-18,1.5528e-93,0.9999,6.1038e-34,3.1353e-58,3.4234e-14,1.0333000000000001e-25,1.6363e-44,9.319299999999999e-38,2.2181e-38,2.146e-15,9.9103e-28,7.2704e-26,3.9135999999999997e-28,1.1067e-38,1.1281e-60,3.3681e-31,1.8906e-64,5.8482e-54,1.2346e-65,4.2334e-53,7.2538e-50,2.0811e-42,8.725899999999999e-32,1.0155e-59,1.8129e-54,4.408e-72,1.4917e-69,1.799e-116,3.4035999999999995e-67,1.3977999999999999e-67,4.6531e-76,4.7887e-62,2.0016e-41,4.366e-69,4.3561000000000004e-64,8.145899999999999e-50,5.5983e-43,2.7696e-94,3.3553e-69,1.2708e-103,2.2992e-30,1.9078999999999999e-60,3.3553e-69,3.1038e-94,1.9265e-74,7.1809e-89,2.0773999999999997e-52,56,419.15,3920.14,157627000.0,1592680.0,0,0,,392.014
58,400.0,300.0,7.5076e-06,4.8968e-13,1.2808e-15,2.5202e-12,3.0685e-22,1.7025e-34,3.9587e-21,2.8992e-23,3.99e-21,5.5375e-35,2.62e-48,1.0014000000000001e-55,2.4333e-05,5.6269e-25,1.0283e-15,4.7677e-19,2.2290000000000002e-98,0.99997,8.6453e-36,3.5701e-61,6.2061e-15,3.6564e-27,8.9484e-47,7.984199999999998e-40,1.7585999999999998e-40,1.7484e-16,2.5071000000000003e-29,2.0429e-27,8.0618e-30,8.7066e-41,6.925e-64,4.1176e-33,5.7486000000000005e-68,5.7578e-57,2.9284e-69,6.1328e-56,1.2400999999999999e-52,8.1317e-45,9.9322e-34,8.3372e-63,2.3012e-57,5.8589e-76,2.5334e-73,1.7475e-122,7.217600000000001e-71,4.3984e-71,3.9854e-80,1.948e-65,7.71e-44,8.4746e-73,1.2529e-67,1.1527999999999999e-52,1.5693e-45,2.7574e-99,6.2272e-73,5.5811e-109,3.0141e-32,7.6626e-64,6.2272e-73,3.6962e-99,2.1225e-78,2.1990999999999997e-93,2.3582e-55,57,403.411,3144.91,159189000.0,1532880.0,0,0,,314.491
59,390.0,300.0,4.2139e-06,2.0703e-13,4.0155e-16,9.8145e-13,6.6652e-23,2.052e-35,8.210899999999999e-22,5.2972e-24,8.2692e-22,5.4272e-36,1.0926e-49,2.9796e-57,1.3183e-05,1.1430000000000002e-25,3.0676e-16,1.1367e-19,5.5056e-101,0.99998,8.7317e-37,9.2889e-63,2.4699e-15,6.0328e-28,5.4123000000000003e-48,6.1481e-41,1.2996000000000001e-41,4.5266e-17,3.4627000000000005e-30,2.9855999999999996e-28,9.9623e-31,6.4147e-42,1.2899e-65,3.8402000000000002e-34,7.3304e-70,1.3826e-58,3.2632e-71,1.813e-57,4.0061000000000003e-54,4.101499999999999e-46,8.9067e-35,1.8166e-64,6.337599999999999e-59,4.7894000000000005e-78,2.3628e-75,1.0117e-125,7.5923e-73,5.7199e-73,2.5705e-82,2.9078e-67,3.8636e-45,8.4953e-75,1.5498e-69,3.3634e-54,6.6137e-47,5.5828e-102,6.0926e-75,7.2781999999999995e-112,2.9157000000000002e-33,1.135e-65,6.0926e-75,8.235899999999999e-102,1.5674e-80,8.1533e-96,6.1154e-57,58,389.571,2522.98,160696000.0,1480290.0,0,0,,252.298
60,380.0,300.0,2.2926e-06,8.367e-14,1.1837e-16,3.6325e-13,1.3346e-23,2.2141e-36,1.5652e-22,8.836e-25,1.5751e-22,4.7066e-37,3.8531e-51,7.37e-59,6.9119e-06,2.1308e-26,8.5866e-17,2.5131e-20,9.9224e-104,0.99999,7.814799999999999e-38,1.9956e-64,9.353e-16,9.037400000000001e-29,2.8229e-49,4.1343e-42,8.372e-43,1.0907e-17,4.31e-31,3.9437000000000003e-29,1.1025000000000001e-31,4.1222e-43,1.9471e-67,3.1595000000000003e-35,7.422199999999999e-72,2.7259e-60,2.8647e-73,4.4495e-59,1.079e-55,1.7662e-47,7.0281e-36,3.235e-66,1.4438e-60,3.0389e-80,1.7222000000000002e-77,3.9579999999999996e-129,6.2846e-75,5.9173e-75,1.2706e-84,3.4772e-69,1.6539999999999999e-46,6.681500000000001e-77,1.5193000000000001e-71,8.136600000000001e-56,2.356e-48,8.1504e-105,4.670500000000001e-77,6.6911e-115,2.4911e-34,1.3453999999999999e-67,4.670500000000001e-77,1.3295e-104,8.9331e-83,2.2503e-98,1.3078e-58,59,378.165,2024.04,162155000.0,1436950.0,0,0,,202.404
61,370.0,100.0,3.6179e-06,9.6628e-14,9.7934e-17,3.8178e-13,7.3417e-24,6.3587e-37,8.1698e-23,4.0071000000000004e-25,8.2161e-23,1.0728e-37,3.4006e-52,4.4792999999999997e-60,1.0494e-05,1.0861e-26,6.731e-17,1.5362e-20,3.8156e-106,0.99999,1.0631e-38,6.0366e-66,5.8132e-16,3.6591000000000004e-29,3.7634e-50,7.204199999999999e-43,1.3948999999999998e-43,7.295e-18,1.4383e-31,1.4008e-29,3.2491e-32,6.8553e-44,7.0252e-69,6.810799999999999e-36,1.7571e-73,1.303e-61,5.8304e-75,2.6788e-60,7.161900000000001e-57,1.9235e-48,1.449e-36,1.3894e-67,8.037000000000001e-62,4.3988e-82,2.8851e-79,3.0407e-132,1.2045e-76,1.4341e-76,1.4131e-86,9.816000000000001e-71,1.7916e-47,1.2127000000000001e-78,3.4746e-73,4.8224e-57,2.0994e-49,2.5067e-107,8.250799999999999e-79,1.2645999999999999e-117,5.5825e-35,3.7606e-69,8.250799999999999e-79,4.5441e-107,1.1542e-84,1.3542e-100,6.8118e-60,60,368.203,1623.78,163573000.0,1399100.0,0,0,,162.378
62,360.0,100.0,1.835e-06,3.5289e-14,2.5127e-17,1.2603e-13,1.224e-24,5.347199999999999e-38,1.2876e-23,5.4444e-26,1.2941e-23,7.0641e-39,8.2214e-54,7.3102e-62,5.1109e-06,1.6688e-27,1.6326e-17,2.8651999999999997e-21,3.3813e-109,0.99999,7.2474999999999995e-40,8.4247e-68,1.968e-16,4.4107000000000005e-30,1.4061e-51,3.5706999999999996e-44,6.5975e-45,1.4952e-18,1.4164e-32,1.4733e-30,2.8050000000000002e-33,3.2379e-45,6.605000000000001e-71,4.2264e-37,1.0584000000000001e-75,1.6482e-63,2.9916000000000003e-77,4.3231000000000005e-62,1.2805999999999999e-58,5.803399999999999e-50,8.5741e-38,1.5702e-69,1.1940000000000001e-63,1.5775e-84,1.2072e-81,4.92e-136,5.811599999999999e-79,8.861499999999999e-79,3.8361e-89,7.1242e-73,5.3798e-49,5.5218e-81,2.017e-75,7.649899999999999e-59,5.1214e-51,1.7519999999999998e-110,3.6509e-81,5.289500000000001e-121,3.6056e-36,2.699e-71,3.6509e-81,3.5492e-110,3.6701999999999995e-87,1.9225e-103,9.4367e-62,61,359.696,1302.66,164956000.0,1366770.0,0,0,,130.26600000000002
63,350.0,100.0,8.9467e-07,1.2171e-14,5.961e-18,3.901e-14,1.8406000000000001e-25,3.9064e-39,1.8228e-24,6.5882e-27,1.8309e-24,3.9819e-40,1.6063e-55,9.434700000000001e-64,2.3879e-06,2.2987999999999997e-28,3.6522e-18,4.8547e-22,2.007e-112,1.0,4.2376000000000005e-41,9.2165e-70,6.2536e-17,4.7033e-31,4.3516e-53,1.4899e-45,2.6209999999999998e-46,2.7969e-19,1.2222000000000001e-33,1.3623e-31,2.1048e-34,1.2852999999999999e-46,4.7532e-73,2.2368e-38,4.755000000000001e-78,1.6227999999999998e-65,1.1334999999999999e-79,5.5064e-64,1.8168999999999998e-60,1.4323e-51,4.3131e-39,1.3726000000000001e-71,1.3933999999999998e-65,4.0996e-87,3.6923e-84,4.8362e-140,2.0676e-81,4.0934e-81,7.424099999999999e-92,3.9004e-75,1.3225e-50,1.8465000000000002e-83,8.7102e-78,9.562e-61,1.0088e-52,8.0794e-114,1.1846e-83,1.4182999999999999e-124,1.9886e-37,1.4592e-73,1.1846e-83,1.8398e-113,8.3948e-90,1.875e-106,1.0232e-63,62,353.22,1045.05,166310000.0,1342160.0,0,0,,104.505
64,350.0,100.0,8.9467e-07,1.2171e-14,5.961e-18,3.901e-14,1.8406000000000001e-25,3.9064e-39,1.8228e-24,6.5882e-27,1.8309e-24,3.9819e-40,1.6063e-55,9.434700000000001e-64,2.3879e-06,2.2987999999999997e-28,3.6522e-18,4.8547e-22,2.007e-112,1.0,4.2376000000000005e-41,9.2165e-70,6.2536e-17,4.7033e-31,4.3516e-53,1.4899e-45,2.6209999999999998e-46,2.7969e-19,1.2222000000000001e-33,1.3623e-31,2.1048e-34,1.2852999999999999e-46,4.7532e-73,2.2368e-38,4.755000000000001e-78,1.6227999999999998e-65,1.1334999999999999e-79,5.5064e-64,1.8168999999999998e-60,1.4323e-51,4.3131e-39,1.3726000000000001e-71,1.3933999999999998e-65,4.0996e-87,3.6923e-84,4.8362e-140,2.0676e-81,4.0934e-81,7.424099999999999e-92,3.9004e-75,1.3225e-50,1.8465000000000002e-83,8.7102e-78,9.562e-61,1.0088e-52,8.0794e-114,1.1846e-83,1.4182999999999999e-124,1.9886e-37,1.4592e-73,1.1846e-83,1.8398e-113,8.3948e-90,1.875e-106,1.0232e-63,63,347.765,838.388,167642000.0,1321430.0,0,0,,83.8388
65,340.0,100.0,4.1786e-07,3.945e-15,1.2985e-18,1.1258e-14,2.474e-26,2.4489e-40,2.2957e-25,7.028099999999999e-28,2.3048000000000003e-25,1.8955000000000002e-41,2.4891e-57,9.432799999999999e-66,1.0663e-06,2.8116e-29,7.482400000000001e-19,7.4097e-23,7.7027e-116,1.0,2.0964e-42,7.7356e-72,1.8549e-17,4.3895e-32,1.0972e-54,5.1548e-47,8.6129e-48,4.7373000000000003e-20,9.132300000000001e-35,1.095e-32,1.3559000000000001e-35,4.2231e-48,2.5571000000000003e-75,9.956299999999999e-40,1.5527999999999998e-80,1.2165999999999999e-67,3.0878e-82,5.4212e-66,2.0042000000000003e-62,2.8413e-53,1.8184e-40,9.0738e-74,1.2502999999999999e-67,7.5041e-90,8.0311999999999995e-87,2.7637999999999996e-144,5.2798e-84,1.3776e-83,9.9422e-95,1.5713e-77,2.615e-52,4.4129e-86,2.7255999999999998e-80,9.221500000000001e-63,1.5747000000000002e-54,2.3695e-117,2.742e-86,2.344e-128,9.2354e-39,5.7958e-76,2.742e-86,6.1052e-117,1.3415999999999999e-92,1.2153e-109,8.497499999999999e-66,64,342.356,672.591,168953000.0,1300880.0,0,0,,67.2591
66,340.0,30.0,1.3929e-06,1.315e-14,4.3283e-18,3.7528e-14,8.2468e-26,8.162899999999999e-40,7.652400000000001e-25,2.3427000000000002e-27,7.6827e-25,6.318300000000001e-41,8.297000000000001e-57,3.1443e-65,3.5545e-06,9.3719e-29,2.4942e-18,2.4699e-22,2.5676000000000003e-115,1.0,3.8274000000000003e-42,1.4123e-71,3.3865e-17,1.4632e-31,3.6573000000000004e-54,1.7182999999999999e-46,2.871e-47,1.5791000000000002e-19,3.0441e-34,3.6502e-32,4.5198000000000004e-35,1.4077e-47,8.5237e-75,3.3188e-39,5.1758e-80,4.0554e-67,1.0293e-81,1.8070999999999998e-65,6.6807e-62,9.471e-53,6.0612999999999994e-40,3.0246e-73,4.1678e-67,2.5014e-89,2.6770000000000002e-86,9.212599999999999e-144,1.7599000000000002e-83,4.5922e-83,3.3141e-94,5.2376e-77,8.716699999999999e-52,1.471e-85,9.0854e-80,3.0738000000000002e-62,5.249e-54,7.8982e-117,9.1399e-86,7.8134e-128,3.0784999999999997e-38,1.9319000000000002e-75,9.1399e-86,2.0351e-116,4.472e-92,4.051e-109,2.8324999999999998e-65,65,337.399,539.582,170244000.0,1282050.0,0,0,,53.9582
67,330.0,30.0,6.2078e-07,3.9829e-15,8.590200000000001e-19,1.0037e-14,9.8096e-27,4.3304e-41,8.484e-26,2.1779999999999997e-28,8.5138e-26,2.5014e-42,9.985899999999999e-59,2.3796e-67,1.511e-06,1.0067e-29,4.6428e-19,3.3636999999999997e-23,6.1238e-119,1.0,1.5779999999999998e-43,8.8784e-74,9.3172e-18,1.1809e-32,7.374e-56,4.8464e-48,7.6704e-49,2.4e-20,1.9443e-35,2.5181000000000002e-33,2.4653e-36,3.7629e-49,3.3386e-77,1.2231999999999998e-40,1.1934e-82,2.2583e-69,1.9563000000000001e-84,1.3434e-67,5.5996e-64,1.4803e-54,2.1077e-41,1.4739e-75,2.8075e-69,3.124e-92,4.0146999999999996e-89,2.9136e-148,3.13e-86,1.094e-85,2.9699e-97,1.5098999999999998e-79,1.3593999999999998e-53,2.4366999999999998e-88,2.0007e-82,2.2337e-64,6.3562e-56,1.4137e-120,1.4637e-88,7.6162e-132,1.1853e-39,5.4816e-78,1.4637e-88,4.1508e-120,4.8332e-95,1.6813e-112,1.7587e-67,66,333.006,432.876,171518000.0,1265350.0,0,0,,43.2876
68,330.0,30.0,6.2078e-07,3.9829e-15,8.590200000000001e-19,1.0037e-14,9.8096e-27,4.3304e-41,8.484e-26,2.1779999999999997e-28,8.5138e-26,2.5014e-42,9.985899999999999e-59,2.3796e-67,1.511e-06,1.0067e-29,4.6428e-19,3.3636999999999997e-23,6.1238e-119,1.0,1.5779999999999998e-43,8.8784e-74,9.3172e-18,1.1809e-32,7.374e-56,4.8464e-48,7.6704e-49,2.4e-20,1.9443e-35,2.5181000000000002e-33,2.4653e-36,3.7629e-49,3.3386e-77,1.2231999999999998e-40,1.1934e-82,2.2583e-69,1.9563000000000001e-84,1.3434e-67,5.5996e-64,1.4803e-54,2.1077e-41,1.4739e-75,2.8075e-69,3.124e-92,4.0146999999999996e-89,2.9136e-148,3.13e-86,1.094e-85,2.9699e-97,1.5098999999999998e-79,1.3593999999999998e-53,2.4366999999999998e-88,2.0007e-82,2.2337e-64,6.3562e-56,1.4137e-120,1.4637e-88,7.6162e-132,1.1853e-39,5.4816e-78,1.4637e-88,4.1508e-120,4.8332e-95,1.6813e-112,1.7587e-67,67,329.05,347.272,172776000.0,1250320.0,0,0,,34.7272
69,330.0,30.0,6.2078e-07,3.9829e-15,8.590200000000001e-19,1.0037e-14,9.8096e-27,4.3304e-41,8.484e-26,2.1779999999999997e-28,8.5138e-26,2.5014e-42,9.985899999999999e-59,2.3796e-67,1.511e-06,1.0067e-29,4.6428e-19,3.3636999999999997e-23,6.1238e-119,1.0,1.5779999999999998e-43,8.8784e-74,9.3172e-18,1.1809e-32,7.374e-56,4.8464e-48,7.6704e-49,2.4e-20,1.9443e-35,2.5181000000000002e-33,2.4653e-36,3.7629e-49,3.3386e-77,1.2231999999999998e-40,1.1934e-82,2.2583e-69,1.9563000000000001e-84,1.3434e-67,5.5996e-64,1.4803e-54,2.1077e-41,1.4739e-75,2.8075e-69,3.124e-92,4.0146999999999996e-89,2.9136e-148,3.13e-86,1.094e-85,2.9699e-97,1.5098999999999998e-79,1.3593999999999998e-53,2.4366999999999998e-88,2.0007e-82,2.2337e-64,6.3562e-56,1.4137e-120,1.4637e-88,7.6162e-132,1.1853e-39,5.4816e-78,1.4637e-88,4.1508e-120,4.8332e-95,1.6813e-112,1.7587e-67,68,326.217,278.597,174021000.0,1239550.0,0,0,,27.859699999999997
